,responseid,essaynum,sheetnum,grader_id,occupation,StartDate,overall,writing,content,originality,time,prolific_pid,retry,justify
4116,R_3HLxXplkukXCPsv,B,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,2.0,3.0,2.0,2.0,227.514,116eb3c6f4eac9ba134c67127f953f3e405dbe4ad2ae58fb5528d266daab666f,,The writing has poor organization and awkward word usage.  The writer didn't really assuage concerns and seemed to focus on equality and inclusiveness more than the CEO/prompt required.  
1715,R_3HLxXplkukXCPsv,A,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,6.0,6.0,6.0,4.0,312.79,116eb3c6f4eac9ba134c67127f953f3e405dbe4ad2ae58fb5528d266daab666f,,"The writer adequately laid out the reasons the company wants employees to use the headsets.  The writing had good flow, was logical, and had a minimum of issues.  "
4459,R_3HLxXplkukXCPsv,B,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,5.0,5.0,5.0,3.0,143.898,cf8b870ccef27604e15c12a13555452c8d0eee1ffb6cce4d7ff296e0b31bab7b,,The writer gave too much detail about the upcoming changes.  The flow was good and personable.  
1029,R_3HLxXplkukXCPsv,A,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,5.0,5.0,5.0,4.0,329.703,89fc1f086008b8b7509e1998c47da2d704d4755edfeda7ed8e7cbaeba328462b,,The writer adequately addressed employee concerns and the company's position on headset use.  The email was well written and logical.  
0,R_3HLxXplkukXCPsv,A,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,5.0,4.0,4.0,3.0,227.822,3aa341cb3a10f3f0b5b469bb513b4aecd6cc207d6958eda59ae4ccd743d8bd38,,The ideas were laid out logically and clearly.  The writer would have been better served by a little more detail when addressing some of the employee concerns.  
343,R_3HLxXplkukXCPsv,A,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,1.0,1.0,1.0,1.0,185.619,33dc2c61d05f7095afdbe56c3b9b2d702748814931e18ad6c623197280b29ece,,"The writing was terribly sloppy and disorganized, with very poor grammar.  The writer did a poor job of addressing employee concerns, articulating benefits, or even communicating the intended message.  "
686,R_3HLxXplkukXCPsv,A,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,2.0,4.0,2.0,2.0,334.11,763ed439466b4217d22477b159613e5a2632e415b05b538405a9b0ab2e1f074c,,The reasons given for adopting the tech were lacking.  The writing did have a decent flow to it.  
3430,R_3HLxXplkukXCPsv,B,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,3.0,2.0,4.0,3.0,117.48,89fc1f086008b8b7509e1998c47da2d704d4755edfeda7ed8e7cbaeba328462b,,"The tone was ok, but the writing was poor and distracting.  The reasons for the change could have been better espoused.  "
1372,R_3HLxXplkukXCPsv,A,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,3.0,3.0,4.0,2.0,196.86,fdf20029ba3cb9fdd6391c4914b690fd63f58de6e71000002fcc2a6d76c44ab7,,"The writer repeated himself several times without giving much reasoning behind the company's position.  The writing seemed to have a lot of ""filler"" in it.  "
2401,R_3HLxXplkukXCPsv,B,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,4.0,4.0,3.0,4.0,169.54,3aa341cb3a10f3f0b5b469bb513b4aecd6cc207d6958eda59ae4ccd743d8bd38,,"The writer did nothing to address employee concerns, and the tone was not personable or empathetic at all.  The reasons for the changes were adequately detailed.  "
2744,R_3HLxXplkukXCPsv,B,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,4.0,5.0,3.0,4.0,130.623,33dc2c61d05f7095afdbe56c3b9b2d702748814931e18ad6c623197280b29ece,,The writer made a point against the change.  The tone was not personable or very positive.  
3773,R_3HLxXplkukXCPsv,B,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,5.0,5.0,4.0,3.0,159.349,fdf20029ba3cb9fdd6391c4914b690fd63f58de6e71000002fcc2a6d76c44ab7,,"The email is well-written and has a decent tone, though it could be a bit warmer.  The reasons for the organizational change are laid out adequately .  "
2058,R_3HLxXplkukXCPsv,A,1,2aa371e61d45998414cce44e29de7e4a1e86b74cacb7eaa6785e91362cf348a4,manager,2023-01-31 14:13:22,5.0,5.0,5.0,4.0,228.619,cf8b870ccef27604e15c12a13555452c8d0eee1ffb6cce4d7ff296e0b31bab7b,,"The writing had few errors and had a good, logical flow.  More attention could have been given to the reasons for adopting the tech.  "
3431,R_3W6UI7zLJ5Vgh0d,B,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,3.0,2.0,4.0,4.0,416.67,89fc1f086008b8b7509e1998c47da2d704d4755edfeda7ed8e7cbaeba328462b,,"Tone is personable, but the piece is jumpy and poorly structured. The letter diesn't do much to specifically address employee concerns, but they are mentioned in passing."
2745,R_3W6UI7zLJ5Vgh0d,B,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,7.0,7.0,7.0,6.0,241.679,33dc2c61d05f7095afdbe56c3b9b2d702748814931e18ad6c623197280b29ece,,"It's well written, and the letter flows well and is easy to read. It does an excellent job of addressing concerns, explaining the change, and provideing some specifics."
687,R_3W6UI7zLJ5Vgh0d,A,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,2.0,3.0,1.0,2.0,361.455,763ed439466b4217d22477b159613e5a2632e415b05b538405a9b0ab2e1f074c,,"The writing feels off and paragraphs are overly long. The demand that employees use the headsets is extremely off-putting, but the meeting to discuss concerns is actually a decent idea."
3774,R_3W6UI7zLJ5Vgh0d,B,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,6.0,6.0,6.0,5.0,390.96,fdf20029ba3cb9fdd6391c4914b690fd63f58de6e71000002fcc2a6d76c44ab7,,"An overall solid piece, reasonably well written and personable. It offers specific information about the shift, and details about the situation of the employees potentially facing demotion. "
2402,R_3W6UI7zLJ5Vgh0d,B,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,4.0,5.0,4.0,4.0,424.483,3aa341cb3a10f3f0b5b469bb513b4aecd6cc207d6958eda59ae4ccd743d8bd38,,"It's well written enough, but it doesn't tell the employees a whole lot in the way of specifics. The author should look up some synonyms for 'currently'."
1373,R_3W6UI7zLJ5Vgh0d,A,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,6.0,5.0,6.0,5.0,667.161,fdf20029ba3cb9fdd6391c4914b690fd63f58de6e71000002fcc2a6d76c44ab7,,"I don't love the writing style, but it's comprehensible and easy enough to follow. In addition to offering positive information about the virtual workspace, it does a decent job of giving some specific response to employee concerns. "
1716,R_3W6UI7zLJ5Vgh0d,A,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,4.0,7.0,2.0,5.0,284.055,116eb3c6f4eac9ba134c67127f953f3e405dbe4ad2ae58fb5528d266daab666f,,"It's really personable and well written. It does nothing to address employee concerns beyond directing them to a Slack channel, which feels incredibly dismissive."
4460,R_3W6UI7zLJ5Vgh0d,B,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,6.0,5.0,7.0,5.0,376.714,cf8b870ccef27604e15c12a13555452c8d0eee1ffb6cce4d7ff296e0b31bab7b,,"The structure of the letter is a little odd, but it communicates its message well enough. The letter does a good job of providing specifics on the change, and especially of addressing employee concerns."
3088,R_3W6UI7zLJ5Vgh0d,B,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,6.0,7.0,6.0,4.0,380.511,763ed439466b4217d22477b159613e5a2632e415b05b538405a9b0ab2e1f074c,,"It's very well written and easy to read. It addresses the reasons behind the change, and employee concerns reasonably well, and has a personal tone."
4117,R_3W6UI7zLJ5Vgh0d,B,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,5.0,3.0,5.0,5.0,273.57,116eb3c6f4eac9ba134c67127f953f3e405dbe4ad2ae58fb5528d266daab666f,,"There are some spelling mistakes, and the format is a little wonky, but it's effectively comprehensible. It offers some helpful specifics, though probably not as many as a concerned employee might want."
1,R_3W6UI7zLJ5Vgh0d,A,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,4.0,5.0,4.0,3.0,242.347,3aa341cb3a10f3f0b5b469bb513b4aecd6cc207d6958eda59ae4ccd743d8bd38,,"The checklist format of the letter gives it a perfunctory feel, but the content shows some decent effort. This is another example that doesn't address the employee complaints in any significant way."
344,R_3W6UI7zLJ5Vgh0d,A,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,3.0,7.0,2.0,4.0,267.757,33dc2c61d05f7095afdbe56c3b9b2d702748814931e18ad6c623197280b29ece,,"Very personable, and well written. The letter completely ignores employee concerns."
1030,R_3W6UI7zLJ5Vgh0d,A,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,5.0,7.0,4.0,5.0,180.205,89fc1f086008b8b7509e1998c47da2d704d4755edfeda7ed8e7cbaeba328462b,,"It's well written, and has a personable tone that is pleasant. My main issue is that it doesn't offer much in the way of specifics with regard to employee concerns."
2059,R_3W6UI7zLJ5Vgh0d,A,1,5f223c0249aa94644a3b64ec33b2c97d95cd60c39ed1a64c0d78f6793f96ac66,manager,2023-01-31 14:17:00,4.0,3.0,5.0,4.0,344.929,cf8b870ccef27604e15c12a13555452c8d0eee1ffb6cce4d7ff296e0b31bab7b,,"The paragraph structure is odd, and I think it disrupts the flow of the letter. I like the fact that the sender describes some of the positive reason for using the virtual workspace, but they don't really address employee concerns in specific terms, which could be frustrating."
1717,R_O8ulSqEl3ARMkHT,A,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,3.0,2.0,4.0,3.0,374.424,116eb3c6f4eac9ba134c67127f953f3e405dbe4ad2ae58fb5528d266daab666f,,"It did not flow fell due to sentence structure, grammar and punctuation errors. I feel that may have been trying but failed to properly address many concerns that should have been included,"
1031,R_O8ulSqEl3ARMkHT,A,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,4.0,4.0,4.0,4.0,390.098,89fc1f086008b8b7509e1998c47da2d704d4755edfeda7ed8e7cbaeba328462b,,"While I feel the intentions were well meant, it wasn't as warm as it should have been and didn't do enough to address employee concerns. I do feel it would be somewhat effective but could have definitely been done better."
4461,R_O8ulSqEl3ARMkHT,B,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,2.0,1.0,2.0,3.0,307.924,cf8b870ccef27604e15c12a13555452c8d0eee1ffb6cce4d7ff296e0b31bab7b,,There was a lack in use of punctuation in many places. It also failed to mention many of the changes that will be taking place and lacked a feeling of compassion.
3089,R_O8ulSqEl3ARMkHT,B,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,6.0,6.0,6.0,7.0,254.581,763ed439466b4217d22477b159613e5a2632e415b05b538405a9b0ab2e1f074c,,"It was well written with great use of punctuation, a nice flow and good order. It mentioned most necessary issues but didn't feel terribly warm overall."
688,R_O8ulSqEl3ARMkHT,A,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,2.0,2.0,1.0,2.0,412.841,763ed439466b4217d22477b159613e5a2632e415b05b538405a9b0ab2e1f074c,,"This was overly demanding, aggressive and not someone I would want to work for. It didn't address employee concerns at all and didn't do a good job of addressing company concerns outside of the writer."
1374,R_O8ulSqEl3ARMkHT,A,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,5.0,6.0,4.0,5.0,293.071,fdf20029ba3cb9fdd6391c4914b690fd63f58de6e71000002fcc2a6d76c44ab7,,Punctuation and grammar was used very well here. There was definitely an issue with a lot of repetition overall.
345,R_O8ulSqEl3ARMkHT,A,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,3.0,2.0,4.0,4.0,409.493,33dc2c61d05f7095afdbe56c3b9b2d702748814931e18ad6c623197280b29ece,,"While I do feel they put in a good faith effort, punctuation and grammar was lacking at points and it didn't flow very well. It also failed to mention many issues including the actual headsets and and employee concerns."
2060,R_O8ulSqEl3ARMkHT,A,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,6.0,7.0,6.0,6.0,379.134,cf8b870ccef27604e15c12a13555452c8d0eee1ffb6cce4d7ff296e0b31bab7b,,Grammar and punctuation were used exceedingly well. It may not have gone far enough to address all of the concerns with the headsets.
3775,R_O8ulSqEl3ARMkHT,B,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,4.0,5.0,3.0,4.0,354.927,fdf20029ba3cb9fdd6391c4914b690fd63f58de6e71000002fcc2a6d76c44ab7,,It was written fairly well with good use of punctuation. It failed to address many employee and company concerns also.
2746,R_O8ulSqEl3ARMkHT,B,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,2.0,2.0,2.0,3.0,360.078,33dc2c61d05f7095afdbe56c3b9b2d702748814931e18ad6c623197280b29ece,,There was very poor use of punctuation and the sentences were very clunky. The writer failed to address may of the issues facing the company and it's employees also.
4118,R_O8ulSqEl3ARMkHT,B,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,7.0,7.0,7.0,7.0,393.515,116eb3c6f4eac9ba134c67127f953f3e405dbe4ad2ae58fb5528d266daab666f,,"Great use of punctuation and grammar along with a nice structural breakdown. This was very warm, inciteful and it seemed to address any concerns that it needed to."
3432,R_O8ulSqEl3ARMkHT,B,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,1.0,1.0,1.0,1.0,257.359,89fc1f086008b8b7509e1998c47da2d704d4755edfeda7ed8e7cbaeba328462b,,The writer used very poor sentence structure and made very poor use of punctuation. It completely left out most of the details that should have been discussed and lacked almost any feeling of connection.
2,R_O8ulSqEl3ARMkHT,A,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,5.0,5.0,5.0,6.0,430.705,3aa341cb3a10f3f0b5b469bb513b4aecd6cc207d6958eda59ae4ccd743d8bd38,,There was a good effort put in by the writer but there were some punctuation mistakes. The overall message was warm while it also addressed employee and company concerns.
2403,R_O8ulSqEl3ARMkHT,B,1,2ac9b35280f1fe7cb9c501e7af550f10228933613173cebe59d6098faa885925,manager,2023-01-31 14:55:08,1.0,1.0,1.0,2.0,444.036,3aa341cb3a10f3f0b5b469bb513b4aecd6cc207d6958eda59ae4ccd743d8bd38,,"Poor writing overall with bad grammar, lack of punctuation and a lot of repetition. It leaves out reasons the company is making the changes and does not address many company and employee concerns."
1379,R_4Sghq2Mb0uZzkMp,A,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,4.0,5.0,4.0,4.0,722.915,e4341ba03207817cdca33c3d9e2ee2a8408af0b74172b096bfc7d5878f1e56eb,,It does specifically address a main concern with the headset. It could address more firmly the use of the headset.
2408,R_4Sghq2Mb0uZzkMp,B,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,5.0,5.0,5.0,5.0,243.228,9c071d662d5cdf5ce02bc970a148ef6328f98a4183d7b651ffdbecb92be3b033,,I think it successfully addresses the concerns and rationale. It also provides the necessary details without going into too much detail. 
693,R_4Sghq2Mb0uZzkMp,A,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,2.0,5.0,1.0,2.0,710.114,6d97fcb80f923110517024be9db307c8072de37a108ec3ac8ac0e23a543098be,,This email focuses too broadly on the overall benefits of VR. It does not specific address the concerns of the employees regarding the headsets. 
3780,R_4Sghq2Mb0uZzkMp,B,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,5.0,4.0,5.0,6.0,245.551,e4341ba03207817cdca33c3d9e2ee2a8408af0b74172b096bfc7d5878f1e56eb,,It addresses all the points that need to be addressed in the guidelines. It also shows empathy but has some grammatical errors and extra details that were not mentioned.
4466,R_4Sghq2Mb0uZzkMp,B,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,1.0,1.0,1.0,2.0,297.593,80eb518b2c60462b111584793ffc8751839b7012c5a2523caa66863b6b7b71ac,,"A lot of grammatical problems present in the email. It is very vague, runs on, reads awkwardly and probably provides misleading extra details."
7,R_4Sghq2Mb0uZzkMp,A,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,5.0,5.0,5.0,4.0,641.532,9c071d662d5cdf5ce02bc970a148ef6328f98a4183d7b651ffdbecb92be3b033,,The email is a little short. It does however address all the concerns directly. 
2065,R_4Sghq2Mb0uZzkMp,A,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,1.0,1.0,1.0,2.0,251.399,80eb518b2c60462b111584793ffc8751839b7012c5a2523caa66863b6b7b71ac,,There are many grammatical problems and a lot of vague run on sentences. It does not specifically address concerns as well.
3094,R_4Sghq2Mb0uZzkMp,B,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,3.0,4.0,2.0,3.0,246.673,6d97fcb80f923110517024be9db307c8072de37a108ec3ac8ac0e23a543098be,,Goes into too much detail about the changes but does go into the benefits. Does not address demotion concerns. 
350,R_4Sghq2Mb0uZzkMp,A,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,2.0,4.0,2.0,2.0,277.295,f31b65c9ef3677b6ccc9f223f21ef4c2c31a0488a96982f72b5fa34bbc2edf1e,,It's too vague about the usage of the VR office as well as headset. It could address more specifically the concerns as well as firmly encourage the use of the technology better.
4123,R_4Sghq2Mb0uZzkMp,B,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,4.0,5.0,4.0,4.0,252.655,ab9d1f48de91b08824b55a3b070b9a4347c4d4e27c750649cc089657fdf1ab31,,It does address the main concerns and announcements that need to be covered. May go into too much detail about the changes being made. 
1722,R_4Sghq2Mb0uZzkMp,A,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,5.0,5.0,5.0,3.0,447.096,ab9d1f48de91b08824b55a3b070b9a4347c4d4e27c750649cc089657fdf1ab31,,The originality could be improved. The email does well to address the most urgent concerns of both company and employees.
1036,R_4Sghq2Mb0uZzkMp,A,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,4.0,4.0,4.0,3.0,173.201,256a93c634a183da7748803c60463ddd3459368a860021c516a0171d964388c4,,There are some with the writing structure and originality in general. It does however address specific concerns and encourage the use of the headsets as well as virtual space. 
3437,R_4Sghq2Mb0uZzkMp,B,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,3.0,4.0,3.0,3.0,310.892,256a93c634a183da7748803c60463ddd3459368a860021c516a0171d964388c4,,I think it goes into too much detail about the changes and provides a lot of extra details. It does 
2751,R_4Sghq2Mb0uZzkMp,B,2,f9a1e36ff890a83c3dc1634403f02e0d250e66cf08218f197b7127f2993892ec,manager,2023-02-01 13:07:47,3.0,4.0,3.0,2.0,305.419,f31b65c9ef3677b6ccc9f223f21ef4c2c31a0488a96982f72b5fa34bbc2edf1e,,I think it's too vague overall but it does follow some of the guidelines. It does not explain the rational or address employees facing demotion.
5,R_3KuXAscRXS6FvZv,A,3,2e5c29cdf9f401d997a968336d17dfc510ac82c536bc156d3f7a68355a0e2819,manager,2023-02-01 13:08:03,2.0,3.0,1.0,1.0,232.562,240d50d7dfbf08915c597173c61c1b7a6616d4c021248707b5ae80e02aa425fe,,"The pain points brought up by the remote team were not addressed at all. In fact, the author is only addressing the use of headsets in terms of conference calls and phone calls and I'm not sure they even understand it is for virtual collaboration i.e. an office away from the office"
3778,R_3KuXAscRXS6FvZv,B,3,2e5c29cdf9f401d997a968336d17dfc510ac82c536bc156d3f7a68355a0e2819,manager,2023-02-01 13:08:03,3.0,2.0,3.0,3.0,251.979,ddb91d8138817cf67afc62ec824b6a462df665b2e03b6cae5cc3a7912568cc31,,"there are some details about rationale behind the change but not enough about the benefits. I would like to have read more about addressing employee concerns. It seems overly wordy at the beginning, as if it is a distraction for what is to come."
4121,R_3KuXAscRXS6FvZv,B,3,2e5c29cdf9f401d997a968336d17dfc510ac82c536bc156d3f7a68355a0e2819,manager,2023-02-01 13:08:03,5.0,5.0,6.0,4.0,267.669,a03e0c86dae2d3610170a8672335f644c67a191601d133fca72f3b9683d8c9df,,"The memo addresses the three requirements in the prompt. I like the amusing phrase of ""managers managing managers etc etc."" Promises were made that may not end up being true, though...and it is hard to get past some of the grammatical mistakes. Nevertheless, a good effort with a nice flow."
2406,R_3KuXAscRXS6FvZv,B,3,2e5c29cdf9f401d997a968336d17dfc510ac82c536bc156d3f7a68355a0e2819,manager,2023-02-01 13:08:03,1.0,1.0,1.0,1.0,242.946,240d50d7dfbf08915c597173c61c1b7a6616d4c021248707b5ae80e02aa425fe,,Prompt wasn't addressed in any sort of meaningful way. It would leave all employees with more questions than answers.
3092,R_3KuXAscRXS6FvZv,B,3,2e5c29cdf9f401d997a968336d17dfc510ac82c536bc156d3f7a68355a0e2819,manager,2023-02-01 13:08:03,2.0,2.0,2.0,2.0,245.483,a4fa061f174b79bb842d9493a076faac424e000c0c963b2f2eee75f092d7b35e,,"A bunch of unprofessional rambling in the beginning, followed by unspecific rationale about the changes. Promises made about pay that can't be substantiated at this time. "
